receipt,date,time,details,direction,amount,balance,category,is_gambling,is_loan_app
UG000316BN,2026-08-21,10:44:16,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,994,72994.55,business_in,false,false
UH00031CFM,2026-08-22,15:03:12,"Pay Bill to 290290 - BETIKA Acc. 07******",out,152,72842.55,gambling,true,false
UJ00031IJL,2026-08-22,15:54:12,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,570,73412.55,business_in,false,false
UK00031ONK,2026-08-22,16:02:33,"Merchant Payment to 548659 - QUICKMART KASARANI",out,1595,71817.55,till,false,false
UL00031URJ,2026-08-22,18:50:32,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,979,72796.55,business_in,false,false
UM000320VI,2026-08-23,07:05:54,"M-Shwari Loan Repayment",out,4754,68042.55,loan_repay,false,true
UN000326ZH,2026-08-23,10:05:48,"Merchant Payment to 564672 - JUJA BUTCHERY",out,650,67392.55,till,false,false
UP00032D3G,2026-08-23,15:23:38,"Merchant Customer Payment from 2547******418 PETER OTIENO",in,290,67682.55,business_in,false,false
UQ00032J7F,2026-08-23,16:10:15,"Merchant Customer Payment from 2547******902 GRACE WANJIRU",in,1543,69225.55,business_in,false,false
UR00032PBE,2026-08-23,16:13:34,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1283,70508.55,business_in,false,false
US00032VFD,2026-08-24,14:21:02,"Merchant Payment to 510941 - MAMA NGINA GREENGROCERS",out,1754,68754.55,till,false,false
UT000331JC,2026-08-25,07:06:04,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,1279,70033.55,business_in,false,false
UU000337NB,2026-08-25,09:23:46,"Merchant Customer Payment from 2547******640 BRIAN KIPROTICH",in,442,70475.55,business_in,false,false
UV00033DRA,2026-08-25,16:50:24,"Merchant Payment to 594675 - MAMA NGINA GREENGROCERS",out,1260,69215.55,till,false,false
UW00033JV9,2026-08-26,09:14:25,"OverDraft of Credit Party",in,1074,70289.55,loan_in,false,true
UX00033PZ8,2026-08-26,13:51:52,"Merchant Payment to 565116 - JUJA BUTCHERY",out,1096,69193.55,till,false,false
UY00033W37,2026-08-27,09:26:01,"OD Loan Repayment to 232323 - M-PESA Overdraw",out,1085,68108.55,loan_repay,false,true
UZ00034276,2026-08-27,09:33:32,"Airtime Purchase",out,172,67936.55,airtime,false,false
UA000348B5,2026-08-27,12:36:23,"Merchant Customer Payment from 2547******377 MERCY ACHIENG",in,750,68686.55,business_in,false,false
UB00034EF4,2026-08-27,14:27:58,"Customer Transfer to - 2547******418 PETER OTIENO",out,237,68449.55,send_money,false,false
UC00034KJ3,2026-08-27,19:15:05,"Merchant Payment to 534476 - MAMA NGINA GREENGROCERS",out,1801,66648.55,till,false,false
